id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
1447,07:09:49 12-12-2014,07:23:16 12-12-2014,Left Breast,,,,13,Breast Milk,,
1446,04:32:12 12-12-2014,04:50:05 12-12-2014,Right Breast,,,,17,Breast Milk,,
1445,04:13:46 12-12-2014,04:23:50 12-12-2014,Right Breast,,,Large vomit immediately after,10,Breast Milk,,
1444,23:44:31 12-11-2014,23:56:18 12-11-2014,Left Breast,,,,11,Breast Milk,,
1443,18:57:30 12-11-2014,19:06:45 12-11-2014,Right Breast,,,,9,Breast Milk,,
1442,18:23:46 12-11-2014,18:31:26 12-11-2014,Right Breast,,,,7,Breast Milk,,
1441,17:26:47 12-11-2014,17:40:55 12-11-2014,Left Breast,,,,14,Breast Milk,,
1440,16:25:46 12-11-2014,16:36:55 12-11-2014,Right Breast,,,,11,Breast Milk,,
1439,15:30:35 12-11-2014,15:43:55 12-11-2014,Left Breast,,,Large vomit .5 hr after,13,Breast Milk,,
1438,13:50:22 12-11-2014,13:53:13 12-11-2014,Left Breast,,,,2,Breast Milk,,
1437,12:34:30 12-11-2014,12:40:02 12-11-2014,Right Breast,,,,5,Breast Milk,,
1436,10:09:57 12-11-2014,10:12:35 12-11-2014,Right Breast,,,,2,Breast Milk,,
1435,09:23:17 12-11-2014,09:32:27 12-11-2014,Left Breast,,,,9,Breast Milk,,
1434,09:06:31 12-11-2014,09:10:44 12-11-2014,Left Breast,,,,4,Breast Milk,,
1433,08:11:31 12-11-2014,08:16:27 12-11-2014,Left Breast,,,Large Vomit immediately after,4,Breast Milk,,
1432,05:10:32 12-11-2014,05:26:02 12-11-2014,Right Breast,,,,15,Breast Milk,,
1431,19:36:34 12-10-2014,20:08:57 12-10-2014,Left Breast,,,,32,Breast Milk,,
1430,19:15:11 12-10-2014,19:21:45 12-10-2014,Right Breast,,,Large vomit after,6,Breast Milk,,
1429,18:04:13 12-10-2014,18:10:31 12-10-2014,Right Breast,,,,6,Breast Milk,,
1428,17:12:34 12-10-2014,17:20:48 12-10-2014,Left Breast,,,,8,Breast Milk,,
1427,16:37:36 12-10-2014,16:40:34 12-10-2014,Left Breast,,,,2,Breast Milk,,
1426,14:49:01 12-10-2014,15:08:17 12-10-2014,Right Breast,,,,19,Breast Milk,,
1425,11:57:11 12-10-2014,11:59:54 12-10-2014,Right Breast,,,,2,Breast Milk,,
1424,11:48:45 12-10-2014,11:53:16 12-10-2014,Left Breast,,,,4,Breast Milk,,
1423,10:59:52 12-10-2014,11:04:03 12-10-2014,Left Breast,,,,4,Breast Milk,,
1421,10:06:08 12-10-2014,10:09:53 12-10-2014,Left Breast,,,,3,Breast Milk,,
1420,08:58:58 12-10-2014,09:06:47 12-10-2014,Right Breast,,,,7,Breast Milk,,
1419,08:37:58 12-10-2014,08:40:06 12-10-2014,Right Breast,,,,2,Breast Milk,,
1418,07:41:21 12-10-2014,07:47:30 12-10-2014,Left Breast,,,,6,Breast Milk,,
1417,03:05:09 12-10-2014,03:45:30 12-10-2014,Right Breast,,,,40,Breast Milk,,
1416,19:44:11 12-09-2014,19:49:47 12-09-2014,Left Breast,,,,5,Breast Milk,,
1415,19:26:27 12-09-2014,19:30:39 12-09-2014,Left Breast,,,,4,Breast Milk,,
1414,18:59:06 12-09-2014,19:03:55 12-09-2014,Right Breast,,,,4,Breast Milk,,
1413,18:11:22 12-09-2014,18:17:44 12-09-2014,Right Breast,,,,6,Breast Milk,,
1412,17:43:27 12-09-2014,17:48:09 12-09-2014,Left Breast,,,,4,Breast Milk,,
1411,17:20:59 12-09-2014,17:30:00 12-09-2014,Left Breast,,,,9,Breast Milk,,
1410,16:29:38 12-09-2014,16:35:22 12-09-2014,Right Breast,,,,5,Breast Milk,,
1409,15:38:04 12-09-2014,15:49:28 12-09-2014,Right Breast,,,40g,11,Breast Milk,,
1408,15:34:14 12-09-2014,15:37:10 12-09-2014,Left Breast,,,,2,Breast Milk,,
1407,15:13:43 12-09-2014,15:18:10 12-09-2014,Left Breast,,,-120g Net after vomit during feed,4,Breast Milk,,
1406,14:51:16 12-09-2014,14:54:56 12-09-2014,Left Breast,,,30g,3,Breast Milk,,
1405,14:12:35 12-09-2014,14:22:51 12-09-2014,Right Breast,,,25g,10,Breast Milk,,
1404,13:58:32 12-09-2014,14:02:22 12-09-2014,Right Breast,,,Net 20g after vomit,3,Breast Milk,,
1403,12:38:25 12-09-2014,12:44:26 12-09-2014,Left Breast,,,60g,6,Breast Milk,,
1402,10:43:34 12-09-2014,10:53:42 12-09-2014,Left Breast,,,50g vomited 140g,10,Breast Milk,,
1401,10:11:30 12-09-2014,10:15:21 12-09-2014,Left Breast,,,20g,3,Breast Milk,,
1400,09:47:08 12-09-2014,09:51:37 12-09-2014,Right Breast,,,40 g Not very interested,4,Breast Milk,,
1399,09:06:55 12-09-2014,09:18:29 12-09-2014,Left Breast,,,35 g Started coughing and choking so we take a break,11,Breast Milk,,
1398,19:21:12 12-08-2014,19:25:24 12-08-2014,Left Breast,,,Threw up. No more bf only pumping through the night while he gets feeding tube fluids.,4,Breast Milk,,
1397,18:08:07 12-08-2014,18:12:34 12-08-2014,Left Breast,,,,4,Breast Milk,,
1396,14:47:07 12-08-2014,14:53:21 12-08-2014,Right Breast,,,,6,Breast Milk,,
1395,14:16:01 12-08-2014,14:20:15 12-08-2014,Left Breast,,,,4,Breast Milk,,
1394,13:26:20 12-08-2014,13:31:13 12-08-2014,Left Breast,,,Threw up immediately,4,Breast Milk,,
1393,10:19:18 12-08-2014,10:26:45 12-08-2014,Right Breast,,,Massive vomit at 13.00,7,Breast Milk,,
1392,09:50:23 12-08-2014,09:56:18 12-08-2014,Right Breast,,,,5,Breast Milk,,
1391,07:46:50 12-08-2014,07:51:41 12-08-2014,Left Breast,,,Threw up immediately,4,Breast Milk,,
1390,07:16:25 12-08-2014,07:21:41 12-08-2014,Left Breast,,,Threw up immediately after,5,Breast Milk,,
1389,02:04:24 12-08-2014,02:17:53 12-08-2014,Right Breast,,,Threw up at 5 minutes. Paused and continued Threw up in sleep 2.5 hrs later,13,Breast Milk,,
1388,19:52:54 12-07-2014,19:58:29 12-07-2014,Left Breast,,,,5,Breast Milk,,
1387,19:34:44 12-07-2014,19:40:22 12-07-2014,Left Breast,,,,5,Breast Milk,,
1386,18:52:14 12-07-2014,18:57:19 12-07-2014,Left Breast,,,,5,Breast Milk,,
1385,17:43:02 12-07-2014,17:58:33 12-07-2014,Right Breast,,,Large vomit .5 hr after eating,15,Breast Milk,,
1384,17:29:14 12-07-2014,17:36:25 12-07-2014,Left Breast,,,,7,Breast Milk,,
1383,15:53:32 12-07-2014,15:57:58 12-07-2014,Left Breast,,,Large vomit 1 hr after,4,Breast Milk,,
1382,14:21:28 12-07-2014,14:31:34 12-07-2014,Right Breast,,,,10,Breast Milk,,
1381,11:03:17 12-07-2014,11:10:59 12-07-2014,Left Breast,,,,7,Breast Milk,,
1380,09:47:43 12-07-2014,09:51:30 12-07-2014,Left Breast,,,,3,Breast Milk,,
1379,08:03:57 12-07-2014,08:16:38 12-07-2014,Right Breast,,,,12,Breast Milk,,
1378,04:23:03 12-07-2014,04:57:02 12-07-2014,Left Breast,,,,33,Breast Milk,,
1377,18:05:03 12-06-2014,18:23:43 12-06-2014,Right Breast,,,,18,Breast Milk,,
1376,16:26:26 12-06-2014,16:33:41 12-06-2014,Left Breast,,,,7,Breast Milk,,
1375,13:08:35 12-06-2014,13:15:38 12-06-2014,Right Breast,,,,7,Breast Milk,,
1373,12:06:04 12-06-2014,12:13:42 12-06-2014,Left Breast,,,,7,Breast Milk,,
1372,09:18:06 12-06-2014,09:34:39 12-06-2014,Right Breast,,,,16,Breast Milk,,
1371,07:15:05 12-06-2014,07:24:28 12-06-2014,Left Breast,,,,9,Breast Milk,,
1370,02:54:19 12-06-2014,03:07:10 12-06-2014,Right Breast,,,,12,Breast Milk,,
1369,21:40:02 12-05-2014,22:02:46 12-05-2014,Left Breast,,,,22,Breast Milk,,
1368,20:58:38 12-05-2014,21:12:39 12-05-2014,Right Breast,,,,14,Breast Milk,,
1367,17:34:24 12-05-2014,17:56:20 12-05-2014,Right Breast,,,,21,Breast Milk,,
1366,16:40:19 12-05-2014,16:47:28 12-05-2014,Left Breast,,,,7,Breast Milk,,
1365,15:47:52 12-05-2014,15:59:45 12-05-2014,Right Breast,,,,11,Breast Milk,,
1364,14:07:32 12-05-2014,14:26:25 12-05-2014,Left Breast,,,,18,Breast Milk,,
1363,10:53:09 12-05-2014,10:56:51 12-05-2014,Right Breast,,,,3,Breast Milk,,
1362,10:45:44 12-05-2014,10:51:06 12-05-2014,Right Breast,,,,5,Breast Milk,,
1361,07:17:27 12-05-2014,07:19:23 12-05-2014,Right Breast,,,,1,Breast Milk,,
1360,07:08:47 12-05-2014,07:14:50 12-05-2014,Left Breast,,,,6,Breast Milk,,
1359,00:31:01 12-05-2014,00:48:31 12-05-2014,Right Breast,,,,17,Breast Milk,,
1358,23:45:28 12-04-2014,23:59:59 12-04-2014,Left Breast,,,,14,Breast Milk,,
1357,18:35:47 12-04-2014,18:51:07 12-04-2014,Right Breast,,,,15,Breast Milk,,
1356,18:26:23 12-04-2014,18:35:00 12-04-2014,Left Breast,,,,8,Breast Milk,,
1355,17:35:45 12-04-2014,17:40:56 12-04-2014,Left Breast,,,,5,Breast Milk,,
1354,15:55:51 12-04-2014,16:12:02 12-04-2014,Right Breast,,,,16,Breast Milk,,
1353,13:02:50 12-04-2014,13:13:29 12-04-2014,Left Breast,,,,10,Breast Milk,,
1352,10:45:23 12-04-2014,10:49:13 12-04-2014,Left Breast,,,,3,Breast Milk,,
1351,10:37:54 12-04-2014,10:43:33 12-04-2014,Right Breast,,,,5,Breast Milk,,
1350,08:07:08 12-04-2014,08:15:38 12-04-2014,Left Breast,,,,8,Breast Milk,,
1349,06:58:47 12-04-2014,07:05:06 12-04-2014,Right Breast,,,,6,Breast Milk,,
1348,01:20:35 12-04-2014,01:33:40 12-04-2014,Left Breast,,,,13,Breast Milk,,
1347,23:00:44 12-03-2014,23:13:12 12-03-2014,Right Breast,,,,12,Breast Milk,,
1346,19:29:02 12-03-2014,19:38:40 12-03-2014,Left Breast,,,,9,Breast Milk,,
1345,19:11:02 12-03-2014,19:27:51 12-03-2014,Right Breast,,,,16,Breast Milk,,
1344,16:48:45 12-03-2014,17:04:34 12-03-2014,Left Breast,,,,15,Breast Milk,,
1343,15:32:13 12-03-2014,15:40:52 12-03-2014,Left Breast,,,,8,Breast Milk,,
1342,13:08:16 12-03-2014,13:18:41 12-03-2014,Right Breast,,,,10,Breast Milk,,
1341,11:25:36 12-03-2014,11:47:23 12-03-2014,Left Breast,,,,21,Breast Milk,,
1340,10:24:32 12-03-2014,10:39:08 12-03-2014,Right Breast,,,,14,Breast Milk,,
1339,07:18:22 12-03-2014,07:47:11 12-03-2014,Left Breast,,,,28,Breast Milk,,
1338,07:13:42 12-03-2014,07:21:23 12-03-2014,Right Breast,,,,7,Breast Milk,,
1337,04:33:49 12-03-2014,04:46:46 12-03-2014,Left Breast,,,,12,Breast Milk,,
1336,19:14:41 12-02-2014,19:32:44 12-02-2014,Left Breast,,,,18,Breast Milk,,
1335,18:52:33 12-02-2014,19:08:15 12-02-2014,Right Breast,,,,15,Breast Milk,,
1334,15:48:42 12-02-2014,15:54:48 12-02-2014,Left Breast,,,,6,Breast Milk,,
1333,15:43:37 12-02-2014,15:48:36 12-02-2014,Right Breast,,,,4,Breast Milk,,
1332,13:11:26 12-02-2014,13:21:52 12-02-2014,Left Breast,,,,10,Breast Milk,,
1331,13:05:09 12-02-2014,13:10:39 12-02-2014,Right Breast,,,,5,Breast Milk,,
1330,10:56:40 12-02-2014,10:59:50 12-02-2014,Left Breast,,,,3,Breast Milk,,
1329,10:48:14 12-02-2014,10:54:57 12-02-2014,Right Breast,,,,6,Breast Milk,,
1328,07:39:25 12-02-2014,07:52:14 12-02-2014,Left Breast,,,,12,Breast Milk,,
1327,05:49:00 12-02-2014,05:53:06 12-02-2014,Right Breast,,,,4,Breast Milk,,
1326,05:33:06 12-02-2014,05:45:58 12-02-2014,Left Breast,,,,12,Breast Milk,,
1325,02:22:46 12-02-2014,02:43:12 12-02-2014,Right Breast,,,,20,Breast Milk,,
1324,18:58:09 12-01-2014,19:04:11 12-01-2014,Right Breast,,,,6,Breast Milk,,
1323,18:32:01 12-01-2014,18:40:52 12-01-2014,Left Breast,,,,8,Breast Milk,,
1322,15:55:02 12-01-2014,16:00:16 12-01-2014,Left Breast,,,,5,Breast Milk,,
1321,15:46:12 12-01-2014,15:50:48 12-01-2014,Right Breast,,,,4,Breast Milk,,
1320,13:12:18 12-01-2014,13:33:53 12-01-2014,Left Breast,,,,21,Breast Milk,,
1319,11:02:03 12-01-2014,11:03:39 12-01-2014,Left Breast,,,,1,Breast Milk,,
1318,10:51:05 12-01-2014,10:58:45 12-01-2014,Right Breast,,,,7,Breast Milk,,
1317,08:21:25 12-01-2014,08:33:38 12-01-2014,Right Breast,,,,12,Breast Milk,,
1316,08:00:36 12-01-2014,08:16:38 12-01-2014,Left Breast,,,,16,Breast Milk,,
1315,05:05:23 12-01-2014,05:14:31 12-01-2014,Left Breast,,,,9,Breast Milk,,
1314,04:43:17 12-01-2014,04:58:45 12-01-2014,Right Breast,,,,15,Breast Milk,,
1313,18:29:08 11-30-2014,18:44:13 11-30-2014,Left Breast,,,,15,Breast Milk,,
1312,16:31:06 11-30-2014,16:48:01 11-30-2014,Right Breast,,,,16,Breast Milk,,
1311,14:05:37 11-30-2014,14:23:08 11-30-2014,Left Breast,,,,17,Breast Milk,,
1310,12:04:20 11-30-2014,12:19:28 11-30-2014,Right Breast,,,,15,Breast Milk,,
1309,11:32:02 11-30-2014,11:43:56 11-30-2014,Left Breast,,,,11,Breast Milk,,
1308,09:10:06 11-30-2014,09:17:23 11-30-2014,Right Breast,,,,7,Breast Milk,,
1307,07:24:15 11-30-2014,07:44:57 11-30-2014,Left Breast,,,,20,Breast Milk,,
1306,03:21:59 11-30-2014,03:44:30 11-30-2014,Right Breast,,,,22,Breast Milk,,
1305,00:42:29 11-30-2014,00:51:09 11-30-2014,Left Breast,,,,8,Breast Milk,,
1304,19:58:57 11-29-2014,20:12:21 11-29-2014,Right Breast,,,,13,Breast Milk,,
1303,18:08:50 11-29-2014,18:30:36 11-29-2014,Left Breast,,,,21,Breast Milk,,
1302,16:31:35 11-29-2014,16:48:53 11-29-2014,Right Breast,,,,17,Breast Milk,,
1301,14:31:24 11-29-2014,14:43:55 11-29-2014,Left Breast,,,,12,Breast Milk,,
1300,12:33:46 11-29-2014,12:48:29 11-29-2014,Right Breast,,,,14,Breast Milk,,
1299,09:26:28 11-29-2014,09:34:56 11-29-2014,Left Breast,,,,8,Breast Milk,,
1298,07:43:32 11-29-2014,08:03:04 11-29-2014,Right Breast,,,,19,Breast Milk,,
1297,04:55:20 11-29-2014,05:13:10 11-29-2014,Left Breast,,,,17,Breast Milk,,
1296,00:59:36 11-29-2014,01:29:34 11-29-2014,Right Breast,,,,29,Breast Milk,,
1295,00:41:15 11-29-2014,00:52:03 11-29-2014,Left Breast,,,,10,Breast Milk,,
1293,17:17:50 11-28-2014,17:37:41 11-28-2014,Left Breast,,,,19,Breast Milk,,
1294,15:38:38 11-28-2014,15:43:40 11-28-2014,Right Breast,,,,5,Breast Milk,,
1292,14:29:33 11-28-2014,14:36:38 11-28-2014,Left Breast,,,,7,Breast Milk,,
1291,11:43:10 11-28-2014,11:50:31 11-28-2014,Left Breast,,,,7,Breast Milk,,
1290,11:35:25 11-28-2014,11:41:39 11-28-2014,Right Breast,,,,6,Breast Milk,,
1289,08:01:59 11-28-2014,08:12:24 11-28-2014,Left Breast,,,,10,Breast Milk,,
1288,06:05:03 11-28-2014,06:20:09 11-28-2014,Right Breast,,,,15,Breast Milk,,
1287,03:38:42 11-28-2014,03:43:47 11-28-2014,Right Breast,,,,5,Breast Milk,,
1286,01:34:21 11-28-2014,01:53:49 11-28-2014,Left Breast,,,,19,Breast Milk,,
1285,18:44:53 11-27-2014,19:01:55 11-27-2014,Right Breast,,,,17,Breast Milk,,
1284,17:36:29 11-27-2014,17:41:18 11-27-2014,Right Breast,,,,4,Breast Milk,,
1283,15:46:46 11-27-2014,15:55:56 11-27-2014,Left Breast,,,,9,Breast Milk,,
1282,13:19:17 11-27-2014,13:26:27 11-27-2014,Right Breast,,,,7,Breast Milk,,
1281,10:44:02 11-27-2014,10:53:48 11-27-2014,Left Breast,,,,9,Breast Milk,,
1280,08:03:25 11-27-2014,08:07:02 11-27-2014,Right Breast,,,,3,Breast Milk,,
1279,06:22:30 11-27-2014,06:36:10 11-27-2014,Left Breast,,,,13,Breast Milk,,
1278,03:28:05 11-27-2014,03:38:46 11-27-2014,Right Breast,,,,10,Breast Milk,,
1277,21:43:37 11-26-2014,21:49:58 11-26-2014,Left Breast,,,,6,Breast Milk,,
1276,21:22:58 11-26-2014,21:43:05 11-26-2014,Right Breast,,,,20,Breast Milk,,
1275,18:46:34 11-26-2014,18:56:39 11-26-2014,Left Breast,,,,10,Breast Milk,,
1274,17:28:38 11-26-2014,17:41:52 11-26-2014,Left Breast,,,,13,Breast Milk,,
1273,16:54:32 11-26-2014,17:14:39 11-26-2014,Right Breast,,,,20,Breast Milk,,
1272,15:10:41 11-26-2014,15:25:34 11-26-2014,Right Breast,,,,14,Breast Milk,,
1271,14:46:35 11-26-2014,15:09:52 11-26-2014,Left Breast,,,,23,Breast Milk,,
1270,13:17:38 11-26-2014,13:38:41 11-26-2014,Right Breast,,,,21,Breast Milk,,
1269,10:15:49 11-26-2014,10:38:12 11-26-2014,Left Breast,,,,22,Breast Milk,,
1268,08:36:03 11-26-2014,08:47:13 11-26-2014,Right Breast,,,,11,Breast Milk,,
1267,07:13:31 11-26-2014,07:31:46 11-26-2014,Left Breast,,,,18,Breast Milk,,
1265,05:42:31 11-26-2014,05:54:21 11-26-2014,Right Breast,,,,11,Breast Milk,,
1264,02:38:26 11-26-2014,02:55:37 11-26-2014,Left Breast,,,,17,Breast Milk,,
1263,19:59:44 11-25-2014,20:22:32 11-25-2014,Right Breast,,,,22,Breast Milk,,
1262,17:49:23 11-25-2014,18:04:43 11-25-2014,Left Breast,,,,15,Breast Milk,,
1261,13:17:17 11-25-2014,13:37:18 11-25-2014,Right Breast,,,,20,Breast Milk,,
1260,11:04:27 11-25-2014,11:12:22 11-25-2014,Right Breast,,,,7,Breast Milk,,
1259,10:48:32 11-25-2014,11:01:13 11-25-2014,Left Breast,,,,12,Breast Milk,,
1258,08:09:35 11-25-2014,08:18:37 11-25-2014,Right Breast,,,,9,Breast Milk,,
1257,07:21:52 11-25-2014,07:31:57 11-25-2014,Left Breast,,,,10,Breast Milk,,
1256,05:33:39 11-25-2014,05:50:46 11-25-2014,Right Breast,,,,17,Breast Milk,,
1255,03:12:58 11-25-2014,03:25:34 11-25-2014,Left Breast,,,,12,Breast Milk,,
1254,02:50:46 11-25-2014,02:57:37 11-25-2014,Left Breast,,,,6,Breast Milk,,
1253,02:37:02 11-25-2014,02:48:20 11-25-2014,Right Breast,,,,11,Breast Milk,,
1252,19:09:45 11-24-2014,19:30:40 11-24-2014,Left Breast,,,,20,Breast Milk,,
1251,17:39:09 11-24-2014,17:51:47 11-24-2014,Right Breast,,,,12,Breast Milk,,
1250,15:42:57 11-24-2014,15:53:43 11-24-2014,Left Breast,,,,10,Breast Milk,,
1249,13:21:00 11-24-2014,13:26:08 11-24-2014,Left Breast,,,,5,Breast Milk,,
1248,13:11:12 11-24-2014,13:19:58 11-24-2014,Right Breast,,,,8,Breast Milk,,
1247,10:39:56 11-24-2014,10:49:26 11-24-2014,Left Breast,,,,9,Breast Milk,,
1246,08:05:27 11-24-2014,08:12:04 11-24-2014,Right Breast,,,,6,Breast Milk,,
1245,06:31:00 11-24-2014,06:43:45 11-24-2014,Left Breast,,,,12,Breast Milk,,
1244,04:55:53 11-24-2014,05:18:46 11-24-2014,Right Breast,,,,22,Breast Milk,,
1243,02:10:00 11-24-2014,02:29:24 11-24-2014,Left Breast,,,,19,Breast Milk,,
1242,19:25:37 11-23-2014,19:43:40 11-23-2014,Right Breast,,,,18,Breast Milk,,
1241,18:35:31 11-23-2014,18:55:38 11-23-2014,Left Breast,,,,20,Breast Milk,,
1240,17:05:01 11-23-2014,17:14:51 11-23-2014,Right Breast,,,,9,Breast Milk,,
1239,14:58:43 11-23-2014,15:17:41 11-23-2014,Left Breast,,,,18,Breast Milk,,
1238,12:25:38 11-23-2014,12:31:24 11-23-2014,Right Breast,,,,5,Breast Milk,,
1237,09:25:28 11-23-2014,09:32:41 11-23-2014,Left Breast,,,,7,Breast Milk,,
1236,07:02:29 11-23-2014,07:13:19 11-23-2014,Right Breast,,,,10,Breast Milk,,
1235,05:55:42 11-23-2014,06:15:46 11-23-2014,Left Breast,,,,20,Breast Milk,,
1234,03:40:35 11-23-2014,04:04:36 11-23-2014,Right Breast,,,,24,Breast Milk,,
1233,18:07:48 11-22-2014,18:30:06 11-22-2014,Left Breast,,,,22,Breast Milk,,
1232,16:37:44 11-22-2014,16:50:22 11-22-2014,Right Breast,,,,12,Breast Milk,,
1231,13:53:21 11-22-2014,14:04:41 11-22-2014,Left Breast,,,,11,Breast Milk,,
1230,13:06:41 11-22-2014,13:14:54 11-22-2014,Left Breast,,,,8,Breast Milk,,
1229,10:33:20 11-22-2014,10:53:08 11-22-2014,Right Breast,,,,19,Breast Milk,,
1228,07:48:12 11-22-2014,08:00:50 11-22-2014,Left Breast,,,,12,Breast Milk,,
1227,04:44:12 11-22-2014,04:58:26 11-22-2014,Right Breast,,,,14,Breast Milk,,
1226,23:21:49 11-21-2014,23:33:51 11-21-2014,Left Breast,,,,12,Breast Milk,,
1225,19:45:55 11-21-2014,20:05:06 11-21-2014,Right Breast,,,,19,Breast Milk,,
1224,18:52:56 11-21-2014,18:58:34 11-21-2014,Right Breast,,,,5,Breast Milk,,
1223,16:53:15 11-21-2014,17:26:02 11-21-2014,Left Breast,,,,32,Breast Milk,,
1222,15:45:01 11-21-2014,16:05:05 11-21-2014,Right Breast,,,,20,Breast Milk,,
1221,13:00:31 11-21-2014,13:18:33 11-21-2014,Left Breast,,,,18,Breast Milk,,
1220,11:12:55 11-21-2014,11:25:11 11-21-2014,Right Breast,,,,12,Breast Milk,,
1219,09:18:59 11-21-2014,09:23:57 11-21-2014,Right Breast,,,,4,Breast Milk,,
1218,08:07:57 11-21-2014,08:16:25 11-21-2014,Left Breast,,,,8,Breast Milk,,
1217,03:07:12 11-21-2014,03:17:31 11-21-2014,Right Breast,,,,10,Breast Milk,,
1216,02:38:02 11-21-2014,02:53:05 11-21-2014,Left Breast,,,,15,Breast Milk,,
1215,17:38:50 11-20-2014,17:57:52 11-20-2014,Right Breast,,,,19,Breast Milk,,
1214,15:44:32 11-20-2014,15:50:49 11-20-2014,Left Breast,,,,6,Breast Milk,,
1213,13:14:51 11-20-2014,13:33:47 11-20-2014,Right Breast,,,,18,Breast Milk,,
1212,10:42:47 11-20-2014,11:03:25 11-20-2014,Left Breast,,,,20,Breast Milk,,
1211,08:01:22 11-20-2014,08:17:34 11-20-2014,Right Breast,,,,16,Breast Milk,,
1210,06:21:18 11-20-2014,06:36:57 11-20-2014,Left Breast,,,,15,Breast Milk,,
1209,02:24:05 11-20-2014,02:53:55 11-20-2014,Right Breast,,,,29,Breast Milk,,
1208,22:04:45 11-19-2014,22:23:37 11-19-2014,Left Breast,,,,18,Breast Milk,,
1207,17:14:06 11-19-2014,17:53:36 11-19-2014,Right Breast,,,,39,Breast Milk,,
1206,16:22:30 11-19-2014,16:57:07 11-19-2014,Left Breast,,,,34,Breast Milk,,
1205,14:33:08 11-19-2014,14:54:48 11-19-2014,Right Breast,,,,21,Breast Milk,,
1204,14:20:21 11-19-2014,14:32:25 11-19-2014,Left Breast,,,,12,Breast Milk,,
1203,12:05:50 11-19-2014,12:11:44 11-19-2014,Left Breast,,,,5,Breast Milk,,
1202,11:55:47 11-19-2014,12:04:38 11-19-2014,Right Breast,,,,8,Breast Milk,,
1201,10:01:34 11-19-2014,10:09:39 11-19-2014,Left Breast,,,,8,Breast Milk,,
1200,07:48:30 11-19-2014,07:58:14 11-19-2014,Left Breast,,,,9,Breast Milk,,
1199,07:31:23 11-19-2014,07:47:57 11-19-2014,Right Breast,,,,16,Breast Milk,,
1198,22:36:47 11-18-2014,22:48:36 11-18-2014,Left Breast,,,,11,Breast Milk,,
1197,17:27:29 11-18-2014,17:34:17 11-18-2014,Right Breast,,,,6,Breast Milk,,
1196,15:46:19 11-18-2014,15:58:14 11-18-2014,Left Breast,,,,11,Breast Milk,,
1195,13:12:07 11-18-2014,13:26:05 11-18-2014,Right Breast,,,,13,Breast Milk,,
1194,10:42:19 11-18-2014,10:52:06 11-18-2014,Left Breast,,,,9,Breast Milk,,
1193,07:53:20 11-18-2014,08:07:23 11-18-2014,Right Breast,,,,14,Breast Milk,,
1192,06:06:30 11-18-2014,06:15:38 11-18-2014,Left Breast,,,,9,Breast Milk,,
1191,02:05:25 11-18-2014,02:09:41 11-18-2014,Left Breast,,,,4,Breast Milk,,
1190,01:41:50 11-18-2014,02:00:58 11-18-2014,Right Breast,,,,19,Breast Milk,,
1189,18:59:42 11-17-2014,19:20:02 11-17-2014,Left Breast,,,,20,Breast Milk,,
1188,17:24:45 11-17-2014,17:31:05 11-17-2014,Left Breast,,,,6,Breast Milk,,
1187,17:16:19 11-17-2014,17:23:23 11-17-2014,Right Breast,,,,7,Breast Milk,,
1186,13:17:06 11-17-2014,13:25:55 11-17-2014,Left Breast,,,,8,Breast Milk,,
1185,13:07:56 11-17-2014,13:14:52 11-17-2014,Right Breast,,,,6,Breast Milk,,
1184,10:50:16 11-17-2014,10:57:50 11-17-2014,Left Breast,,,,7,Breast Milk,,
1183,07:57:38 11-17-2014,08:04:51 11-17-2014,Right Breast,,,,7,Breast Milk,,
1182,05:29:14 11-17-2014,05:45:43 11-17-2014,Left Breast,,,,16,Breast Milk,,
1181,02:16:19 11-17-2014,02:40:46 11-17-2014,Right Breast,,,,24,Breast Milk,,
1180,19:19:00 11-16-2014,19:33:34 11-16-2014,Left Breast,,,,14,Breast Milk,,
1179,17:47:52 11-16-2014,17:54:51 11-16-2014,Right Breast,,,,6,Breast Milk,,
1178,17:30:00 11-16-2014,17:40:16 11-16-2014,Left Breast,,,,10,Breast Milk,,
1177,15:38:34 11-16-2014,15:55:04 11-16-2014,Right Breast,,,,16,Breast Milk,,
1176,09:41:48 11-16-2014,09:47:46 11-16-2014,Left Breast,,,,5,Breast Milk,,
1175,07:35:30 11-16-2014,07:52:19 11-16-2014,Right Breast,,,,16,Breast Milk,,
1173,06:58:40 11-16-2014,07:11:15 11-16-2014,Left Breast,,,,12,Breast Milk,,
1172,03:36:41 11-16-2014,03:51:45 11-16-2014,Right Breast,,,,15,Breast Milk,,
1171,18:52:05 11-15-2014,19:02:18 11-15-2014,Right Breast,,,,10,Breast Milk,,
1170,18:02:25 11-15-2014,18:21:14 11-15-2014,Left Breast,,,,18,Breast Milk,,
1169,17:54:27 11-15-2014,18:01:50 11-15-2014,Right Breast,,,,7,Breast Milk,,
1168,16:31:05 11-15-2014,16:38:08 11-15-2014,Right Breast,,,,7,Breast Milk,,
1167,15:04:51 11-15-2014,15:12:45 11-15-2014,Left Breast,,,,7,Breast Milk,,
1166,14:08:35 11-15-2014,14:13:17 11-15-2014,Left Breast,,,,4,Breast Milk,,
1165,12:55:43 11-15-2014,13:12:20 11-15-2014,Right Breast,,,,16,Breast Milk,,
